实体ID,实体名称,实体类别
15125,右臀部炎性肌纤维母细胞肿瘤,Illness
15126,宫颈癌放化疗后,Illness
15127,左上肺炎,Illness
15128,右眼白内障,Illness
15129,慢性支气管炎急性发作,Illness
15130,两肺局限性肺气肿,Illness
15131,子宫腔积液,Illness
15132,原发性甲状腺功能减退症（桥本甲状腺炎可能）,Illness
15133,左侧乳腺癌切除术后,Illness
15134,结肠息肉钳夹术后,Illness
15135,右侧肩胛下肌脂肪瘤,Illness
15136,胸椎骨折术后,Illness
15137,高血压病2级（中危）,Illness
15138,胰腺脂肪变,Illness
15139,眼部肿瘤术后,Illness
15140,胃窦部胃壁增厚,Illness
15141,左肺多发小结节,Illness
15142,左下肢静脉血栓介入术后,Illness
15143,中度肺动脉高压,Illness
15144,双侧附睾囊肿,Illness
15145,左下肺支气管轻度扩张,Illness
15146,急性右侧睾丸附睾炎,Illness
15147,右下肢脂肪瘤切除术后,Illness
15148,老年性痴呆,Illness
15149,风湿性心脏病,Illness
15150,甲状腺多发结节,Illness
15151,膝关节外伤,Illness
15152,左上肺腺癌,Illness
15153,三尖瓣轻度反流,Illness
15154,冠心病支架植入术后,Illness
15155,双耳失聪,Illness
15156,慢性丙型肝炎,Illness
15157,反流性食管炎（A级）,Illness
15158,冠心病冠脉支架术后,Illness
15159,双肺纹理增多,Illness
15160,肾小球肾炎?,Illness
15161,心律失常:室性早搏房性早搏,Illness
15162,高血压病2级（很高危）,Illness
15163,胆总管扩张伴结石,Illness
15164,慢性肾功能不全（3期）,Illness
15165,尾椎骨折,Illness
15166,双侧乳腺增生（部分瘤样增生）,Illness
15167,高血压病1级(极高危),Illness
15168,两肺少量索条,Illness
15169,心脏瓣膜病,Illness
15170,轻度慢性萎缩性胃炎,Illness
15171,右肾积水伴输尿管扩张,Illness
15172,直肠息肉夹除后,Illness
15173,两肺间质性病变,Illness
15174,高血压病1级（极高危),Illness
15175,骨质增生,Illness
15176,鼻中隔左偏,Illness
15177,多发性肠息肉,Illness
15178,直肠息肉，息肉摘除术后,Illness
15179,右耳胆脂瘤,Illness
15180,痒疹,Illness
15181,慢性非萎缩性胃炎伴急性活动,Illness
15182,肝功能损坏,Illness
15183,腹主动脉）,Illness
15184,左侧颞叶蛛网膜囊肿,Illness
15185,血管神经性水肿,Illness
15186,高血压病病2级（极高危）,Illness
15187,慢性肾脏病（CKD2期）,Illness
15188,糖网1期,Illness
15189,双侧肾周筋膜轻度增厚,Illness
15190,冠心病（冠脉支架置入术）,Illness
15191,不稳定性心绞痛,Illness
15192,（胃角）中度慢性非萎缩性胃炎,Illness
15193,胆囊胆固醇沉着症,Illness
15194,左侧颈动脉球部内膜增厚,Illness
15195,右肺感染可能,Illness
15196,慢性萎缩性胃炎伴胆汁反流,Illness
15197,左足第一趾骨骨折外固定术后,Illness
15198,复合型溃疡,Illness
15199,室内传导阻滞,Illness
15200,左侧甲状腺占位,Illness
15201,胃中分化腺癌,Illness
15202,糜烂性胃炎伴幽门螺旋杆菌感染,Illness
15203,左乳腺结节,Illness
15204,糖尿病酮症酸中毒,Illness
15205,双侧肾上腺占位（无功能性）,Illness
15206,心肌缺血,Illness
15207,双侧肾脏囊肿,Illness
15208,间质性肺炎,Illness
15209,颈椎病伴椎间盘变性,Illness
15210,甲状腺功能减低（甲状腺腺瘤术后）,Illness
15211,右肾上腺增粗,Illness
15212,高胆红素血症,Illness
15213,孕8周,Illness
15214,双膝关节退行性病变,Illness
15215,腹膜后纤维化,Illness
15216,胰管结石切除术后,Illness
15217,左卵巢畸胎瘤,Illness
15218,慢性宫颈炎,Illness
15219,左侧肾脏占位,Illness
15220,正中神经腕点损害,Illness
15221,两肺下叶局限性肺气肿,Illness
15222,非酒精性脂肪肝,Illness
15223,两肺多发细小结节,Illness
15224,胃息肉夹除术后,Illness
15225,食管多发静脉瘤,Illness
15226,左肩皮下脂肪瘤,Illness
15227,左上肺陈旧性病变,Illness
15228,乳腺肿瘤,Illness
15229,维生素B12缺乏症,Illness
15230,双侧额叶慢性缺氧性改变（FezakasI级）,Illness
15231,肢端肥大症,Illness
15232,右侧枕大池蛛网膜囊肿,Illness
15233,视神经脊髓炎,Illness
15234,高促性腺激素性性腺发育不良,Illness
15235,室间隔膜部瘤,Illness
15236,双侧股浅动脉闭塞,Illness
15237,右肾微小结石,Illness
15238,右侧乳腺囊肿,Illness
15239,肠梗阻,Illness
15240,膀胱过度活动症,Illness
15241,右侧腹股沟疝气,Illness
15242,胰腺囊肿,Illness
15243,颈部多发淋巴结肿大,Illness
15244,癫痫,Illness
15245,肺动脉高压,Illness
15246,左肾上腺增粗,Illness
15247,颈动脉动脉粥样硬化症,Illness
15248,双耳轻中度感音神经性听力下降,Illness
15249,髋关节置换术后,Illness
15250,肝脏多发囊肿,Illness
15251,肝左外叶血管瘤,Illness
15252,右心房占位,Illness
15253,稽留流产,Illness
15254,下肢动脉粥样硬化症,Illness
15255,食管溃疡,Illness
15256,主动脉瓣及冠状动脉钙化,Illness
15257,右肺下叶微小结节,Illness
15258,无症状性菌尿,Illness
15259,糖尿病视网膜病变Ⅰ期,Illness
15260,下鼻甲肥大,Illness
15261,右肩关节炎,Illness
15262,继发性甲状旁腺功能减退,Illness
15263,双乳小叶增生伴左乳结节,Illness
15264,糖尿病高渗状态,Illness
15265,原发性闭经,Illness
15266,椎体终板炎（C6-7）,Illness
15267,左侧颈部脂肪瘤切除术后,Illness
15268,右侧肋骨陈旧性骨折,Illness
15269,短阵室速,Illness
15270,糖尿病自主神经病变,Illness
15271,颈椎间盘突出伴椎间盘变性,Illness
15272,浅表性胃炎（轻度慢性萎缩性胃炎伴肠上皮化生）,Illness
15273,心功能Ⅲ级,Illness
15274,卵圆孔未闭,Illness
15275,左侧眶内占位,Illness
15276,脾脏小结节,Illness
15277,左侧睾丸低回声结节,Illness
15278,腰椎陈旧性骨折,Illness
15279,腰间盘突出固定术后,Illness
15280,左侧髂总动脉狭窄,Illness
15281,T9椎体血管瘤可能,Illness
15282,左侧重复肾,Illness
15283,股骨骨折,Illness
15284,脑积水,Illness
15285,甲状腺肿大,Illness
15286,贲门息肉夹除术后,Illness
15287,肺动脉高压（轻度）,Illness
15288,右甲状腺结节,Illness
15289,双肾多发囊肿,Illness
15290,右肺下叶小结节,Illness
15291,颌下腺肿物,Illness
15292,腰骶椎间盘突出,Illness
15293,高血压病1级高危,Illness
15294,双眼人工晶体置换术后,Illness
15295,左侧异位肾,Illness
15296,血小板减少,Illness
15297,腰椎滑脱症术后,Illness
15298,右侧股深动脉狭窄,Illness
15299,胰腺部分切除术后,Illness
15300,冠状动脉性心脏病,Illness
15301,亚临床甲状腺功能减退,Illness
15302,颈椎病（C3-7椎间盘突出，椎管轻度狭窄）,Illness
15303,胃溃疡（A1期）,Illness
15304,右侧颈动脉粥样硬化,Illness
15305,眩晕症,Illness
15306,颈椎退变伴椎间盘变性,Illness
15307,右侧下颌骨膨胀性骨质破坏,Illness
15308,亚临床甲状腺功能亢进,Illness
15309,异基因造血干细胞移植后,Illness
15310,腹腔积液,Illness
15311,白癜风,Illness
15312,两肺散在索条,Illness
15313,左侧肾上腺内侧支增粗,Illness
15314,肘管综合征术后,Illness
15315,腰椎骨折,Illness
15316,窦性心动过速,Illness
15317,垂体泌乳素瘤,Illness
15318,左小腿蜂窝织炎,Illness
15319,跟骨骨刺,Illness
15320,肝囊肿（多发）,Illness
15321,右下肢皮肤烫伤后,Illness
15322,结肠黑病变,Illness
15323,两侧上颌窦炎,Illness
15324,包皮环切术后,Illness
15325,主动脉节钙化,Illness
15326,右肾占位,Illness
15327,完全性左束支传导阻滞,Illness
15328,慢性胰腺炎,Illness
15329,胰管扩张,Illness
15330,全脊柱退变,Illness
15331,频发早搏,Illness
15332,脑梗死（左侧颈内动脉系统）,Illness
15333,脑梗死后遗症,Illness
15334,冠心病冠状动脉支架植入术后,Illness
15335,双下肢动脉粥样硬化闭塞症,Illness
15336,脾大,Illness
15337,盆骨漏斗韧带平滑肌肉瘤术后,Illness
15338,慢性非萎缩性胃炎伴淋巴滤泡形成,Illness
15339,肺间质性改变,Illness
15340,左乳结节,Illness
15341,左侧股动脉粥样硬化症,Illness
15342,腰椎骨折术后,Illness
15343,高血压病3级(高危组),Illness
15344,L2/3及L4-S1椎间盘轻度突出,Illness
15345,高血压1级（极高危组）,Illness
15346,两肺陈旧灶,Illness
15347,双侧正中神经损害,Illness
15348,右侧甲状腺内结节,Illness
15349,右半结肠癌切除术后,Illness
15350,房颤射频消融术后,Illness
15351,垂体前叶（部分）功能减退待排,Illness
15352,左前臂肿瘤术后,Illness
15353,左侧基底节海绵状血管瘤,Illness
15354,左上肺及右肺下叶多发结节,Illness
15355,高血压I级（极高危）,Illness
15356,高血压病（1级，极高危）,Illness
15357,直肠癌切除术后,Illness
15358,慢性胆囊炎，胆囊结石,Illness
15359,右侧带状疱疹,Illness
15360,双侧肾结石,Illness
15361,慢性阻塞性肺病,Illness
15362,肾错构瘤,Illness
15363,右肺下叶钙化灶,Illness
15364,双下肢动脉闭塞症,Illness
15365,左侧脉络膜萎缩,Illness
15366,胃转流胆囊切除术后,Illness
15367,糖尿病视网膜病变（IV期）,Illness
15368,十二指肠降部息肉可能,Illness
15369,胰管扩张(考虑胰腺癌可能),Illness
15370,肛周脓肿根治术后,Illness
15371,神经性耳鸣,Illness
15372,右侧附件包块,Illness
15373,二尖瓣扩张术后,Illness
15374,慢性肾脏病（Ⅱ期）,Illness
15375,颈椎病颈椎间盘突出症,Illness
15376,糖尿病视网膜病变（I期）,Illness
15377,高血压病,Illness
15378,双侧肾脏积水,Illness
15379,右下肢静脉血栓,Illness
15380,脾脏轻度肿大,Illness
15381,前列腺癌根治术术后,Illness
15382,胸骨陈旧性骨折,Illness
15383,急性肾损伤,Illness
15384,糖尿病视网膜病1期,Illness
15385,冠状动脉旁路移植术+自体血管重建术后,Illness
15386,手术后甲状腺功能减退,Illness
15387,左肾错构瘤,Illness
15388,肛周脓肿,Illness
15389,不稳定型心绞痛,Illness
15390,右侧腕管综合征,Illness
15391,会厌舌面囊肿,Illness
15392,膀胱癌术后,Illness
15393,左侧肾上腺增生,Illness
15394,脾脏囊肿,Illness
15395,慢性乙型病毒性肝炎携带者,Illness
15396,右下肺结节,Illness
15397,冠状动脉支架置入术,Illness
15398,动脉粥样硬化症,Illness
15399,偶发房性早搏,Illness
15400,胃粘膜异型增生,Illness
15401,小肠炎,Illness
15402,右膝骨关节炎,Illness
15403,甲状腺囊性结节,Illness
15404,左侧乳腺占位,Illness
15405,高血压病（3级，极高危）,Illness
15406,外阴湿疹,Illness
15407,两肺气肿,Illness
15408,甲状腺癌术后,Illness
15409,左乳腺腺瘤样增生,Illness
15410,糖尿病视网膜病变II期,Illness
15411,子宫内膜癌术后,Illness
15412,甲状腺乳头状癌术后,Illness
15413,糖尿病肾脏病变,Illness
15414,宫腔占位,Illness
15415,右侧肺气肿,Illness
15416,腰椎间盘变性,Illness
15417,双侧鼻息肉,Illness
15418,垂体生长激素瘤,Illness
15419,双下肢动脉粥样硬化,Illness
15420,左侧甲状腺内结节,Illness
15421,高血压3级极高危,Illness
15422,左颈动脉狭窄,Illness
15423,右肺肺气肿,Illness
15424,脐带间充质干细胞移植术后,Illness
15425,S1终板炎,Illness
15426,双侧乳腺成形术,Illness
15427,两肺小结节,Illness
15428,胆囊息肉,Illness
15429,左下肢截骨矫正术后,Illness
15430,左下肺炎,Illness
15431,肾性贫血,Illness
15432,纵膈多发淋巴结肿大,Illness
15433,半月板变性,Illness
15434,慢性心功能不全急性失代偿,Illness
15435,糖尿病周围神经血管病变,Illness
15436,双下肢静脉瓣膜功能不全,Illness
15437,胃体息肉,Illness
15438,左肺上叶,Illness
15439,副脾,Illness
15440,背部脂肪瘤术后,Illness
15441,高胰岛素血症,Illness
15442,双侧筛窦轻度炎症,Illness
15443,高甘油三酯血症,Illness
15444,右眼麦粒肿术后,Illness
15445,颈动脉,Illness
15446,前列腺增生伴钙化（结石）,Illness
15447,乳腺癌放疗后,Illness
15448,结肠息肉摘除术后出血,Illness
15449,两肺炎症,Illness
15450,轻度慢性萎缩性胃炎伴肠上皮化生（急性活动期）,Illness
15451,心率失常心房颤动伴长间歇,Illness
15452,肝癌切除术后,Illness
15453,肝血管瘤,Illness
15454,轻度慢性非萎缩性胃炎,Illness
15455,宫颈癌,Illness
15456,腹主动脉溃疡,Illness
15457,反流性食管炎(B级）,Illness
15458,左胫骨平台骨折术后,Illness
15459,左侧甲状腺下极钙化,Illness
15460,右侧大脑前动脉A1段闭塞,Illness
15461,肝左叶血管瘤,Illness
15462,前列腺增生伴结石,Illness
15463,冠状动脉粥样硬化性心脏病（左前降支冠脉支架植入术后）,Illness
15464,前列腺增生症伴钙化,Illness
15465,甲状腺囊肿,Illness
15466,腰椎压缩性骨折（L3）,Illness
15467,寻常疣,Illness
15468,糖尿病周维神经病变,Illness
15469,高血压2级高危组,Illness
15470,甲状腺功能亢进（Graves病）,Illness
15471,室间隔缺损修补术后,Illness
15472,痴呆,Illness
15473,左下肢动脉闭塞症,Illness
15474,结肠息肉钳除术后,Illness
15475,右肺中叶局限性肺气肿,Illness
15476,贫血,Illness
15477,腰椎间盘突出症伴椎间盘变性,Illness
15478,原发性醛固酮增多症不排除,Illness
15479,颈动脉支架植入术后,Illness
15480,L3/4,Illness
15481,颈椎间盘变性,Illness
15482,直肠息肉钳夹术后（管状腺瘤伴低度上皮内瘤变）,Illness
15483,短阵房速,Illness
15484,甲状腺双叶滤泡囊肿,Illness
15485,子宫附件切除术后,Illness
15486,左眼白内障术后,Illness
15487,左膝关节损伤,Illness
15488,L4椎体内血管瘤可能,Illness
15489,前列腺癌根治术后,Illness
15490,胆结石,Illness
15491,肝内钙化灶,Illness
15492,双耳听力下降（神经性）,Illness
15493,颈椎间盘膨出,Illness
15494,左侧肾结石术后,Illness
15495,高促性腺激素性性腺功能减退症,Illness
15496,陈旧性心肌梗塞,Illness
15497,低血钾症,Illness
15498,肝实质性占位（血管瘤可能）,Illness
15499,全脏器反位,Illness
15500,额顶叶及侧脑室旁白质慢性缺氧性改变(FezakasII级),Illness
15501,高血压病2级（中危组）,Illness
15502,糖尿病足（右）,Illness
15503,轻度慢性萎缩性胃炎伴肠上皮化生(急性活动),Illness
15504,双下肢动脉粥样硬化闭塞,Illness
15505,胃腺癌胃大部切除术后,Illness
15506,甲状腺双侧叶结节,Illness
15507,右侧腋窝淋巴结肿大,Illness
15508,腰椎滑脱,Illness
15509,左侧甲状腺后方占位,Illness
15510,宫内置环,Illness
15511,左肺非小细胞癌,Illness
15512,下鼻甲肥厚,Illness
15513,舌良性肿瘤切除术后,Illness
15514,右侧肾上腺结合部低密度小结节,Illness
15515,双侧颈动脉硬化伴右侧斑块形成,Illness
15516,两侧上颌窦,Illness
15517,肝癌,Illness
15518,肾萎缩,Illness
15519,骨质疏松症,Illness
15520,双膝骨关节炎,Illness
15521,食管前方结节，淋巴结可能,Illness
15522,高血压病1级极高危,Illness
15523,食管静脉曲张破裂出血,Illness
15524,两肺多发磨玻璃样结节,Illness
15525,双侧侧脑室旁性缺氧性改变(FezakasI级),Illness
15526,2型糖尿病糖尿病酮症,Illness
15527,脾脏增大症,Illness
15528,胆囊炎并胆囊内充满型结石,Illness
15529,L1-S1椎间盘膨出伴腰椎管狭窄,Illness
15530,肝右前叶不均回声区,Illness
15531,慢性淋巴细胞性白血病,Illness
15532,频发室早,Illness
15533,包皮环切术,Illness
15534,无症状菌尿,Illness
15535,乳腺癌根治术后,Illness
15536,升结肠中分化腺癌,Illness
15537,胆囊结石胆囊炎,Illness
15538,高血压病3级极高危组,Illness
15539,十二指肠降部息肉,Illness
15540,急性腔隙性脑梗死,Illness
15541,肥胖病,Illness
15542,左膝退行性关节炎,Illness
15543,右侧甲状腺结节,Illness
15544,小肠血管畸形,Illness
15545,心肌轻度缺血,Illness
15546,高甘油三脂血症,Illness
15547,双肺多发结节,Illness
15548,糖尿病视网膜病,Illness
15549,左下肢动脉轻度狭窄,Illness
15550,左侧椎动脉狭窄,Illness
15551,肺钙化(左肺),Illness
15552,胸腰椎压缩性骨折,Illness
15553,左肺下叶肺不张,Illness
15554,间歇性II度房室传导阻滞,Illness
15555,冠心病（1）冠状动脉支架植入术后,Illness
15556,右膝关节退行性变,Illness
15557,胆囊息肉切除术后,Illness
15558,右下肢蜂窝组织炎,Illness
15559,股动脉闭塞,Illness
15560,双肺小结节,Illness
15561,C5/C6终板炎,Illness
15562,腋窝淋巴结肿大,Illness
15563,肝钙化灶,Illness
15564,胆囊炎伴胆结石,Illness
15565,右侧枕部颅板下结节,Illness
15566,右下肢软组织感染,Illness
15567,胆囊炎伴胆囊内结石,Illness
15568,反流性食管炎（C级）,Illness
15569,两下肺局限性肺气肿,Illness
15570,脚癣,Illness
15571,双侧肾上腺占位,Illness
15572,周围面神经炎,Illness
15573,萎缩性鼻炎术后,Illness
15574,右肾错构瘤,Illness
15575,右下肺炎,Illness
15576,肝占位性病变,Illness
15577,腕管综合征,Illness
15578,胰头钙化灶,Illness
15579,慢性乙型肝炎携带,Illness
15580,左足跟跟骨骨刺,Illness
15581,重度骨质疏松症,Illness
15582,玫瑰痤疮,Illness
15583,多发性骨髓瘤化疗后,Illness
15584,药物流产术后,Illness
15585,化脓性扁桃体炎,Illness
15586,左肘关节外伤后遗症,Illness
15587,左肺多发结节,Illness
15588,肝内外胆管扩张,Illness
15589,颈动脉粥样斑块形成,Illness
15590,右眼青光眼及白内障术后,Illness
15591,湿疹,Illness
15592,完全性中枢性尿崩症,Illness
15593,尿失禁,Illness
15594,Klinefelter综合征,Illness
15595,左肾结石经皮肾镜碎石术后,Illness
15596,胃大部切除术后,Illness
15597,甲廯,Illness
15598,双侧颈动脉粥样硬化症,Illness
15599,椎间盘轻度突出,Illness
15600,双肺上叶局限性肺气肿,Illness
15601,甲状腺高功能腺瘤,Illness
15602,右肺中叶胸膜下小结节,Illness
15603,腰椎骨折内固定术后,Illness
15604,肝脏近膈顶处小片状低密度影,Illness
15605,右肺奇叶,Illness
15606,乙状结肠息肉(已摘除),Illness
15607,两肺多发磨玻璃结节,Illness
15608,双侧附件囊性包块,Illness
15609,颅骨骨折,Illness
15610,动脉粥样硬化闭塞症,Illness
15611,背部皮肤感染,Illness
15612,膝关节退行性病变,Illness
15613,双侧甲状腺结节,Illness
15614,左肺下部感染,Illness
15615,右下肢动脉粥样硬化,Illness
15616,I房室传导阻滞,Illness
15617,冠心病（支架植入术后）,Illness
15618,右肾多发囊肿,Illness
15619,两侧上颌窦炎症,Illness
15620,隐匿性肾炎,Illness
15621,升主动脉扩张,Illness
15622,肝功能损害（脂肪肝早期）,Illness
15623,脑卒中后遗症,Illness
15624,多处狭窄）,Illness
15625,腹腔镜胃转流术后状态,Illness
15626,肝右叶部分切除术后,Illness
15627,尿路感染,Illness
15628,胰高血糖素瘤,Illness
15629,多发性脆性骨折,Illness
15630,慢性支气管炎缓解期,Illness
15631,十二指肠憩室,Illness
15632,维生素D缺乏症,Illness
15633,结节性甲状腺肿,Illness
15634,极高危组,Illness
15635,右侧中耳乳突炎,Illness
15636,声带水肿,Illness
15637,右肺上叶胸膜下小结节,Illness
15638,血小板减少症,Illness
15639,失眠症,Illness
15640,椎板切除减压椎间融合术后,Illness
15641,右侧腹腔多发小淋巴结,Illness
15642,子宫卵巢切除术后,Illness
15643,上肢及腰背部多发性神经纤维瘤,Illness
15644,C4/5右侧神经根鞘囊肿,Illness
15645,左侧副肾动脉,Illness
15646,左肾复杂性囊肿可能,Illness
15647,结膜出血,Illness
15648,右肺上叶小钙化灶,Illness
15649,三叉神经痛,Illness
15650,25羟维生素D缺乏症,Illness
15651,胰腺囊腺瘤,Illness
15652,糖尿病足病,Illness
15653,腰椎间盘突出症,Illness
15654,右眼球下出血,Illness
15655,左侧上颌窦炎及筛窦炎,Illness
15656,左胫腓骨骨折术后,Illness
15657,双眼青光眼术后,Illness
15658,左侧肾脏轻度积水,Illness
15659,甲状腺左叶切除术后,Illness
15660,阿尔兹海默病,Illness
15661,左肾上腺外支增粗,Illness
15662,双侧甲状腺内结节（部分伴钙化）,Illness
15663,心功能Ⅲ级（NYHA分级）,Illness
15664,腰椎不稳定,Illness
15665,左侧上颌窦内软组织影伴骨质破坏,Illness
15666,肠梗阻术后,Illness
15667,右下肺占位,Illness
15668,右侧椎动脉狭窄闭塞,Illness
15669,乙状结肠癌,Illness
15670,右腿胫骨粉碎性骨折内固定术后,Illness
15671,主动脉粥样硬化,Illness
15672,中度慢性非萎缩性胃炎伴灶性肠上皮化生,Illness
15673,左膝内外侧半月板后角及右膝内半月板后角II度损伤,Illness
15674,前列腺癌,Illness
15675,甲状腺术后,Illness
15676,肾囊肿,Illness
15677,右足骰骨骨折外固定术后,Illness
15678,早孕,Illness
15679,右侧肺尖小结节,Illness
15680,颈椎退变C5-7椎间盘突出,Illness
15681,骶管小囊肿,Illness
15682,糖尿病性周围神经病,Illness
15683,慢性浅表性胃炎,Illness
15684,右肺下叶局限性肺气肿,Illness
15685,双侧筛窦粘膜增厚,Illness
15686,双侧膝关节腔积液,Illness
15687,双侧肾上腺内侧支结节,Illness
15688,肝硬化门静脉高压脾功能亢进,Illness
15689,胸腺瘤术后,Illness
15690,颈部蜂窝组织炎,Illness
15691,两侧基底节区及放射冠区腔隙性脑梗死,Illness
15692,高血压病3期（极高危）,Illness
15693,冠状动脉壁钙化,Illness
15694,腰椎退行性变,Illness
15695,两肺上叶小结节,Illness
15696,左侧肾囊肿,Illness
15697,继发性甲旁亢,Illness
15698,左眼中央静脉阻塞,Illness
15699,冠状动脉造影术后,Illness
15700,甲状腺结节,Illness
15701,慢性肾功能不全（CKD2期）,Illness
15702,高血压病（3级极高危组）,Illness
15703,肝左叶占位,Illness
15704,左侧肾上腺结合部结节,Illness
15705,左侧上颌窦囊肿,Illness
15706,双下肢动脉硬化性闭塞症,Illness
15707,视网膜脱落术后,Illness
15708,慢性浅表性胃炎伴糜烂,Illness
15709,急性出血性胃炎（Hp阳性）,Illness
15710,肝右叶占位,Illness
15711,左眼结膜出血,Illness
15712,左股骨颈骨折内固定术后,Illness
15713,轻度慢性非萎缩性胃炎伴肠上皮化生,Illness
15714,双侧上颌窦炎左侧乳突炎,Illness
15715,左下肢动脉支架植入术后,Illness
15716,亚临床糖尿病外周神经病变,Illness
15717,胆囊胆固醇结晶,Illness
15718,双侧肾动脉狭窄,Illness
15719,右眼视网膜脱离,Illness
15720,高血压1级（极高危）,Illness
15721,两肺多发小结节,Illness
15722,回盲瓣炎,Illness
15723,胆囊炎并胆囊结石,Illness
15724,下肢动脉粥样硬化症（右胫后动脉闭塞）,Illness
15725,肺大疱,Illness
15726,双耳轻度感音性聋,Illness
15727,左侧乳腺包块摘除术后,Illness
15728,左肱骨骨折,Illness
15729,双侧乳腺结构不良(小叶增生),Illness
15730,胰腺导管内乳头状粘液瘤,Illness
15731,颅内占位,Illness
15732,左侧肾上腺髓样脂肪瘤可能,Illness
15733,左肺下叶陈旧性病灶,Illness
15734,皮质醇增多症（ACTH依赖性）,Illness
15735,左侧腋下蜂窝织炎,Illness
15736,鼻息肉,Illness
15737,左侧卵巢畸胎瘤,Illness
15738,右乳纤维瘤剥除术后,Illness
15739,糖尿病肾病（CKDI期）,Illness
15740,L4/5椎间盘膨出,Illness
15741,早期肝硬化,Illness
15742,腹腔淋巴结肿大,Illness
15743,垂体生长激素瘤术后,Illness
15744,脊髓灰质炎后遗症,Illness
15745,胃癌,Illness
15746,高血压（1级,Illness
15747,腔隙型脑梗死,Illness
15748,左侧甲状腺结节（甲状腺乳头状癌可能）,Illness
15749,右肾高密度影,Illness
15750,左侧肾上腺内侧支及结合部增粗,Illness
15751,胆总管扩张,Illness
15752,心包积液,Illness
15753,甲状腺功能减退症,Illness
15754,右肺中叶小结节,Illness
15755,左肾微小结石待排,Illness
15756,距骨上缘,Illness
15757,成人自身免疫性1型糖尿病（LADA）,Illness
15758,双膝关节半月板损伤,Illness
15759,频发性室性早搏,Illness
15760,腰椎间盘突出,Illness
15761,贲门ESD术后溃疡,Illness
15762,子宫切除术后状态,Illness
15763,LH缺乏),Illness
15764,左侧肾上腺外侧支增粗,Illness
15765,5-6,Illness
15766,肠息肉钳除术后,Illness
15767,阵发性室上性心动过速,Illness
15768,萎缩性胃炎伴糜烂,Illness
15769,慢性胃炎（HP感染）,Illness
15770,左肾萎缩伴轻度积水,Illness
15771,甲状腺结节（左右叶）,Illness
15772,左膝关节退变,Illness
15773,轻度二尖瓣狭窄,Illness
15774,右侧颈部淋巴结切除术后,Illness
15775,后腹膜占位（嗜铬细胞瘤可能）,Illness
15776,右手指骨骨折,Illness
15777,轻度认知功能障碍,Illness
15778,胆囊结石术后,Illness
15779,C3-7椎间盘突出伴椎管狭窄,Illness
15780,耳鸣,Illness
15781,肩周炎(右),Illness
15782,胆囊壁赘生物,Illness
15783,糖尿病性视网膜病变（3期）,Illness
15784,膝关节积液,Illness
15785,上颌窦炎,Illness
15786,慢性萎缩性胆囊炎并胆囊结石,Illness
15787,双乳乳腺小叶增生症,Illness
15788,高血压病（3级极高危）,Illness
15789,L5/S1椎间盘膨出,Illness
15790,甲状腺功能亢进症（亚甲炎可能）,Illness
15791,右侧顶枕叶出血性脑梗死,Illness
15792,胰腺囊腺瘤切除术后,Illness
15793,急性胰腺炎恢复期,Illness
15794,慢性肾脏病2期,Illness
15795,肝脏血管瘤,Illness
15796,右髋关节置换术后,Illness
15797,锁骨下动脉粥样硬化斑块,Illness
15798,高血压病2级(极高危）,Illness
15799,左耳后肿块,Illness
15800,白内障手术术后,Illness
15801,腰椎间盘突出伴腰椎管狭窄,Illness
15802,右侧筛窦及左侧上颌窦炎症,Illness
15803,右侧颈动脉狭窄,Illness
15804,右下肢浅静脉曲张,Illness
15805,右中肺小结节,Illness
15806,重度骨质疏松,Illness
15807,颈椎退变伴反曲,Illness
15808,部分空泡蝶鞍,Illness
15809,劳力性心绞痛,Illness
15810,颈内动脉粥样硬化斑块形成,Illness
15811,胰头癌全胰+脾切除术后,Illness
15812,亚临床甲减（药物性）,Illness
15813,Ⅰ度房室传导阻滞,Illness
15814,黄斑变性,Illness
15815,疝修补术后,Illness
15816,腰椎间盘轻度突出,Illness
15817,髌骨骨折固定术后,Illness
15818,两肺结节,Illness
15819,胆囊炎合并胆囊结石,Illness
15820,左糖尿病足伴感染,Illness
15821,颈椎退变伴C2-4椎间盘突出,Illness
15822,两肺支气管炎,Illness
15823,掌趾角化过度,Illness
15824,慢性肾功能不全（CKD3期）,Illness
15825,右股骨中段陈旧性骨折内固定术后,Illness
15826,椎动脉,Illness
15827,直肠子宫窝积液,Illness
15828,高血压2级(极高危),Illness
15829,亚临床性甲状腺功能减退,Illness
15830,非酒精性脂肪性肝炎,Illness
15831,右眼外伤,Illness
15832,脑萎缩,Illness
15833,慢性肾脏病3a期,Illness
15834,左足皮肤感染,Illness
15835,卵巢囊肿切除术后,Illness
15836,肺气肿,Illness
15837,心功能不全Ⅰ级,Illness
15838,双肾轻度积水,Illness
15839,糖尿病周围血管病变,Illness
15840,糖尿病性视网膜病变3期,Illness
15841,胆囊肿,Illness
15842,甲状腺功能亢进症（桥本氏病）,Illness
15843,陈旧性脑栓塞（椎基底动脉系统）,Illness
15844,非酒精性肝硬化,Illness
15845,膀胱后壁软组织影,Illness
15846,肝脏多发小囊肿,Illness
15847,半月板损伤,Illness
15848,甲状腺机能亢进症,Illness
15849,颈椎胸椎椎间盘变性,Illness
15850,左肺钙化灶,Illness
15851,脑供血不足,Illness
15852,轻度慢性萎缩性胃炎伴淋巴细胞增生,Illness
15853,两侧胸膜增厚,Illness
15854,冠心病,Illness
15855,丝虫病,Illness
